year,age,race,sex,educ,relactiv,pid,abortion
2008,64.0,Black,Male,10.0,4.0,0.0,1.0
2008,56.0,White,Male,20.0,5.0,4.0,1.0
2008,32.0,White,Female,14.0,8.0,5.0,1.0
2008,26.0,White,Female,12.0,1.0,0.0,1.0
2008,46.0,White,Female,9.0,1.0,5.0,1.0
2008,67.0,White,Male,12.0,3.0,5.0,1.0
2008,50.0,White,Female,12.0,3.0,2.0,1.0
2008,76.0,White,Male,6.0,1.0,2.0,1.0
2008,46.0,White,Female,18.0,1.0,4.0,1.0
2008,48.0,White,Male,12.0,3.0,3.0,1.0
2008,64.0,White,Female,16.0,4.0,5.0,1.0
2008,46.0,White,Female,20.0,4.0,6.0,1.0
2008,45.0,White,Male,12.0,3.0,2.0,1.0
2008,70.0,White,Female,12.0,1.0,6.0,1.0
2008,69.0,White,Female,12.0,1.0,6.0,1.0
2008,80.0,White,Male,18.0,3.0,6.0,1.0
2008,23.0,White,Female,16.0,1.0,6.0,1.0
2008,51.0,White,Female,12.0,3.0,3.0,1.0
2008,76.0,White,Female,8.0,6.0,0.0,0.0
2008,68.0,White,Male,12.0,1.0,6.0,1.0
2008,47.0,White,Male,16.0,3.0,3.0,1.0
2008,60.0,White,Male,14.0,1.0,2.0,1.0
2008,31.0,White,Male,12.0,4.0,2.0,0.0
2008,34.0,White,Female,16.0,2.0,1.0,1.0
2008,64.0,White,Female,12.0,1.0,1.0,1.0
2008,86.0,White,Female,8.0,1.0,3.0,1.0
2008,46.0,White,Male,16.0,6.0,3.0,1.0
2008,42.0,White,Female,16.0,1.0,0.0,1.0
2008,20.0,White,Female,13.0,1.0,0.0,1.0
2008,22.0,White,Female,16.0,3.0,0.0,1.0
2008,41.0,White,Male,18.0,3.0,5.0,1.0
2008,47.0,White,Female,16.0,1.0,6.0,1.0
2008,34.0,Other,Female,18.0,5.0,3.0,1.0
2008,57.0,White,Male,20.0,5.0,5.0,1.0
2008,51.0,White,Male,14.0,6.0,4.0,1.0
2008,78.0,Other,Female,11.0,1.0,0.0,1.0
2008,65.0,Other,Male,14.0,3.0,1.0,1.0
2008,27.0,White,Female,13.0,1.0,6.0,1.0
2008,24.0,White,Male,12.0,1.0,3.0,1.0
2008,73.0,White,Female,16.0,4.0,5.0,1.0
2008,37.0,White,Female,12.0,1.0,3.0,1.0
2008,24.0,White,Male,12.0,1.0,3.0,1.0
2008,67.0,White,Female,18.0,5.0,1.0,1.0
2008,46.0,White,Male,15.0,4.0,1.0,1.0
2008,72.0,White,Female,14.0,1.0,4.0,1.0
2008,43.0,Other,Female,19.0,1.0,4.0,1.0
2008,21.0,White,Male,14.0,8.0,1.0,1.0
2008,55.0,White,Female,16.0,1.0,1.0,1.0
2008,47.0,White,Female,16.0,7.0,5.0,1.0
2008,40.0,White,Male,18.0,5.0,5.0,1.0
2008,60.0,White,Female,13.0,8.0,5.0,1.0
2008,27.0,White,Male,16.0,1.0,1.0,1.0
2008,79.0,White,Male,12.0,1.0,4.0,1.0
2008,43.0,Black,Female,9.0,1.0,3.0,1.0
2008,19.0,Black,Female,14.0,8.0,0.0,1.0
2008,57.0,White,Male,16.0,1.0,5.0,1.0
2008,33.0,White,Female,15.0,1.0,2.0,1.0
2008,50.0,White,Female,13.0,5.0,6.0,1.0
2008,54.0,White,Male,18.0,3.0,2.0,1.0
2008,46.0,White,Male,16.0,1.0,1.0,1.0
2008,56.0,White,Male,12.0,1.0,6.0,1.0
2008,58.0,White,Male,16.0,7.0,5.0,1.0
2008,50.0,White,Female,12.0,1.0,3.0,1.0
2008,34.0,White,Male,19.0,3.0,5.0,1.0
2008,39.0,White,Male,15.0,1.0,0.0,1.0
2008,59.0,White,Female,16.0,5.0,3.0,1.0
2008,68.0,White,Male,20.0,3.0,6.0,1.0
2008,53.0,Black,Male,6.0,4.0,0.0,1.0
2008,62.0,Black,Male,15.0,4.0,0.0,1.0
2008,37.0,White,Female,16.0,4.0,4.0,0.0
2008,53.0,Black,Female,13.0,1.0,2.0,1.0
2008,77.0,Black,Male,16.0,8.0,1.0,1.0
2008,78.0,White,Female,11.0,5.0,6.0,1.0
2008,33.0,White,Male,12.0,3.0,0.0,1.0
2008,59.0,White,Female,13.0,1.0,3.0,1.0
2008,74.0,White,Female,16.0,3.0,5.0,0.0
2008,41.0,White,Male,12.0,4.0,5.0,0.0
2008,28.0,White,Female,13.0,4.0,5.0,1.0
2008,47.0,White,Female,14.0,1.0,6.0,1.0
2008,46.0,White,Female,18.0,2.0,4.0,1.0
2008,52.0,White,Male,12.0,5.0,1.0,1.0
2008,37.0,White,Female,11.0,1.0,5.0,1.0
2008,26.0,White,Female,18.0,3.0,0.0,0.0
2008,58.0,White,Female,12.0,4.0,5.0,1.0
2008,82.0,White,Female,10.0,7.0,6.0,0.0
2008,47.0,White,Female,14.0,1.0,5.0,1.0
2008,74.0,White,Female,12.0,8.0,5.0,1.0
2008,55.0,White,Female,12.0,2.0,0.0,1.0
2008,27.0,White,Male,14.0,5.0,0.0,1.0
2008,39.0,White,Male,19.0,2.0,0.0,1.0
2008,25.0,White,Female,13.0,6.0,3.0,1.0
2008,22.0,Other,Male,12.0,1.0,2.0,1.0
2008,84.0,White,Male,8.0,1.0,0.0,1.0
2008,27.0,White,Male,14.0,5.0,6.0,1.0
2008,69.0,White,Female,12.0,4.0,5.0,1.0
2008,51.0,White,Female,12.0,3.0,3.0,0.0
2008,85.0,White,Female,12.0,1.0,0.0,1.0
2008,76.0,White,Male,15.0,5.0,6.0,1.0
2008,82.0,White,Female,12.0,3.0,0.0,1.0
2008,61.0,White,Female,12.0,1.0,3.0,1.0
2008,31.0,Black,Female,13.0,1.0,0.0,1.0
2008,76.0,White,Female,12.0,8.0,1.0,1.0
2008,76.0,White,Female,11.0,1.0,6.0,1.0
2008,31.0,White,Female,15.0,6.0,6.0,0.0
2008,61.0,White,Female,17.0,5.0,4.0,1.0
2008,56.0,White,Male,9.0,1.0,3.0,1.0
2008,89.0,White,Female,12.0,1.0,0.0,1.0
2008,74.0,White,Female,10.0,4.0,3.0,1.0
2008,54.0,White,Male,10.0,4.0,3.0,1.0
2008,66.0,White,Female,17.0,4.0,6.0,1.0
2008,26.0,White,Female,16.0,7.0,5.0,0.0
2008,26.0,White,Male,16.0,1.0,1.0,1.0
2008,39.0,Black,Male,12.0,3.0,1.0,1.0
2008,52.0,Black,Male,12.0,1.0,4.0,1.0
2008,61.0,White,Female,13.0,1.0,2.0,1.0
2008,31.0,Black,Male,14.0,3.0,0.0,1.0
2008,44.0,Black,Female,12.0,1.0,3.0,1.0
2008,20.0,Black,Female,12.0,6.0,2.0,1.0
2008,72.0,Black,Female,12.0,6.0,0.0,1.0
2008,82.0,White,Male,12.0,4.0,1.0,1.0
2008,42.0,White,Male,10.0,4.0,5.0,1.0
2008,72.0,White,Male,19.0,1.0,3.0,1.0
2008,23.0,White,Female,12.0,6.0,3.0,0.0
2008,47.0,White,Male,12.0,3.0,5.0,1.0
2008,23.0,Black,Male,13.0,3.0,2.0,1.0
2008,73.0,White,Female,12.0,2.0,0.0,1.0
2008,31.0,White,Male,14.0,1.0,4.0,1.0
2008,60.0,White,Female,16.0,5.0,5.0,1.0
2008,89.0,White,Female,14.0,1.0,1.0,1.0
2008,70.0,White,Female,16.0,5.0,0.0,1.0
2008,74.0,White,Male,16.0,4.0,6.0,1.0
2008,44.0,White,Female,16.0,5.0,0.0,1.0
2008,35.0,Other,Female,18.0,5.0,5.0,1.0
2008,61.0,White,Female,12.0,5.0,4.0,1.0
2008,55.0,White,Female,18.0,2.0,5.0,1.0
2008,49.0,White,Male,14.0,2.0,6.0,1.0
2008,39.0,White,Male,14.0,6.0,5.0,1.0
2008,79.0,White,Female,12.0,1.0,5.0,1.0
2008,23.0,White,Female,11.0,1.0,3.0,1.0
2008,74.0,White,Male,14.0,1.0,3.0,1.0
2008,39.0,White,Female,17.0,2.0,1.0,1.0
2008,49.0,White,Male,12.0,1.0,5.0,1.0
2008,30.0,White,Male,13.0,5.0,1.0,1.0
2008,41.0,White,Male,14.0,2.0,5.0,1.0
2008,51.0,White,Male,14.0,1.0,5.0,1.0
2008,52.0,White,Female,15.0,2.0,5.0,1.0
2008,55.0,Black,Female,12.0,6.0,0.0,1.0
2008,28.0,White,Female,14.0,7.0,1.0,0.0
2008,50.0,Black,Male,14.0,8.0,0.0,1.0
2008,36.0,Black,Female,12.0,2.0,0.0,1.0
2008,23.0,Black,Female,13.0,1.0,2.0,1.0
2008,36.0,Black,Female,14.0,5.0,2.0,1.0
2008,26.0,Black,Female,16.0,2.0,0.0,1.0
2008,46.0,Black,Female,12.0,4.0,2.0,0.0
2008,78.0,Black,Female,15.0,3.0,0.0,1.0
2008,48.0,Black,Female,12.0,8.0,0.0,1.0
2008,27.0,Black,Male,14.0,5.0,0.0,1.0
2008,55.0,Black,Female,13.0,3.0,0.0,1.0
2008,53.0,Black,Female,12.0,1.0,0.0,1.0
2008,31.0,Black,Female,13.0,8.0,1.0,1.0
2008,23.0,White,Male,14.0,1.0,3.0,1.0
2008,42.0,White,Female,14.0,1.0,3.0,1.0
2008,66.0,Black,Male,11.0,5.0,0.0,1.0
2008,37.0,Black,Male,10.0,1.0,1.0,1.0
2008,18.0,White,Female,12.0,4.0,3.0,1.0
2008,25.0,Black,Female,12.0,3.0,0.0,1.0
2008,48.0,Black,Female,10.0,8.0,0.0,1.0
2008,27.0,Black,Female,12.0,4.0,3.0,1.0
2008,37.0,Black,Male,12.0,2.0,1.0,1.0
2008,46.0,Black,Male,15.0,2.0,1.0,1.0
2008,34.0,White,Female,16.0,4.0,6.0,1.0
2008,31.0,Other,Male,18.0,3.0,1.0,1.0
2008,44.0,Other,Male,16.0,8.0,5.0,0.0
2008,43.0,Black,Male,16.0,2.0,0.0,1.0
2008,51.0,White,Male,20.0,4.0,0.0,1.0
2008,40.0,White,Female,13.0,5.0,6.0,1.0
2008,53.0,White,Male,16.0,5.0,5.0,1.0
2008,22.0,White,Male,15.0,4.0,0.0,1.0
2008,25.0,White,Male,15.0,1.0,5.0,1.0
2008,22.0,Black,Female,10.0,1.0,0.0,1.0
2008,27.0,Other,Male,7.0,1.0,3.0,1.0
2008,76.0,White,Female,11.0,1.0,1.0,1.0
2008,30.0,White,Female,19.0,1.0,0.0,1.0
2008,26.0,Black,Female,9.0,1.0,0.0,1.0
2008,74.0,White,Male,8.0,1.0,2.0,1.0
2008,54.0,White,Female,20.0,1.0,3.0,1.0
2008,33.0,White,Male,16.0,1.0,1.0,1.0
2008,36.0,White,Female,9.0,5.0,5.0,1.0
2008,80.0,White,Female,14.0,6.0,6.0,1.0
2008,53.0,Black,Female,13.0,3.0,0.0,1.0
2008,44.0,White,Male,14.0,1.0,5.0,1.0
2008,25.0,White,Male,16.0,4.0,5.0,0.0
2008,36.0,White,Male,20.0,3.0,6.0,1.0
2008,39.0,White,Male,16.0,4.0,5.0,1.0
2008,76.0,White,Male,16.0,1.0,0.0,1.0
2008,67.0,White,Male,18.0,2.0,6.0,1.0
2008,33.0,White,Male,15.0,3.0,5.0,1.0
2008,33.0,Black,Male,12.0,4.0,0.0,0.0
2008,33.0,White,Male,12.0,3.0,3.0,1.0
2008,54.0,White,Male,13.0,1.0,2.0,1.0
2008,36.0,White,Female,14.0,8.0,6.0,1.0
2008,33.0,White,Male,18.0,3.0,6.0,1.0
2008,64.0,White,Male,12.0,4.0,0.0,0.0
2008,47.0,White,Male,12.0,1.0,4.0,1.0
2008,48.0,White,Female,12.0,6.0,6.0,0.0
2008,33.0,White,Female,18.0,1.0,5.0,1.0
2008,38.0,White,Female,12.0,8.0,5.0,1.0
2008,69.0,White,Female,12.0,1.0,0.0,1.0
2008,61.0,Black,Male,10.0,8.0,0.0,1.0
2008,43.0,Black,Male,9.0,1.0,1.0,1.0
2008,66.0,White,Male,12.0,5.0,4.0,1.0
2008,44.0,White,Female,12.0,1.0,5.0,1.0
2008,54.0,White,Female,16.0,1.0,2.0,1.0
2008,69.0,Black,Male,16.0,1.0,0.0,1.0
2008,36.0,White,Female,12.0,5.0,6.0,0.0
2008,50.0,White,Female,17.0,7.0,5.0,1.0
2008,32.0,White,Male,16.0,8.0,6.0,1.0
2008,41.0,White,Female,14.0,1.0,5.0,1.0
2008,49.0,White,Female,6.0,4.0,5.0,1.0
2008,42.0,White,Male,16.0,4.0,2.0,1.0
2008,35.0,White,Female,10.0,1.0,0.0,1.0
2008,33.0,Other,Male,16.0,6.0,1.0,1.0
2008,42.0,Other,Male,18.0,4.0,2.0,0.0
2008,61.0,White,Male,12.0,3.0,1.0,1.0
2008,53.0,Other,Male,16.0,7.0,3.0,1.0
2008,40.0,White,Male,12.0,2.0,1.0,1.0
2008,84.0,White,Male,4.0,1.0,1.0,0.0
2008,56.0,White,Female,9.0,1.0,3.0,1.0
2008,20.0,Other,Female,14.0,3.0,0.0,1.0
2008,28.0,White,Female,11.0,6.0,3.0,1.0
2008,44.0,White,Female,7.0,1.0,2.0,0.0
2008,86.0,Other,Male,3.0,1.0,4.0,0.0
2008,42.0,Other,Female,5.0,1.0,4.0,1.0
2008,53.0,White,Female,9.0,5.0,1.0,1.0
2008,45.0,Black,Female,12.0,3.0,6.0,1.0
2008,43.0,White,Female,20.0,5.0,0.0,1.0
2008,36.0,Black,Female,14.0,3.0,0.0,1.0
2008,25.0,Black,Female,12.0,1.0,5.0,1.0
2008,74.0,White,Male,16.0,8.0,2.0,1.0
2008,45.0,White,Female,16.0,8.0,6.0,0.0
2008,60.0,White,Male,12.0,8.0,3.0,1.0
2008,41.0,White,Male,13.0,4.0,5.0,1.0
2008,24.0,White,Male,12.0,3.0,5.0,1.0
2008,19.0,White,Female,12.0,3.0,1.0,1.0
2008,51.0,Black,Male,12.0,2.0,1.0,1.0
2008,46.0,White,Male,12.0,2.0,5.0,1.0
2008,24.0,White,Male,12.0,3.0,3.0,1.0
2008,36.0,White,Male,13.0,5.0,3.0,1.0
2008,65.0,White,Female,20.0,1.0,3.0,1.0
2008,30.0,White,Male,15.0,2.0,2.0,1.0
2008,23.0,White,Female,16.0,3.0,5.0,1.0
2008,59.0,White,Female,14.0,8.0,3.0,1.0
2008,38.0,Black,Male,17.0,3.0,0.0,1.0
2008,45.0,White,Male,12.0,1.0,0.0,1.0
2008,44.0,Black,Male,10.0,5.0,1.0,1.0
2008,82.0,Black,Male,12.0,8.0,3.0,1.0
2008,51.0,Black,Male,12.0,1.0,1.0,1.0
2008,41.0,White,Male,13.0,1.0,3.0,1.0
2008,19.0,White,Female,13.0,1.0,1.0,1.0
2008,61.0,White,Male,18.0,3.0,1.0,1.0
2008,47.0,White,Male,10.0,1.0,4.0,1.0
2008,26.0,Other,Female,12.0,1.0,1.0,1.0
2008,89.0,White,Male,9.0,1.0,0.0,1.0
2008,41.0,White,Female,12.0,3.0,2.0,1.0
2008,58.0,White,Male,12.0,1.0,3.0,1.0
2008,28.0,White,Female,14.0,7.0,6.0,0.0
2008,62.0,White,Male,16.0,8.0,5.0,1.0
2008,49.0,White,Female,8.0,3.0,0.0,1.0
2008,33.0,White,Female,11.0,1.0,1.0,1.0
2008,34.0,White,Male,12.0,1.0,0.0,1.0
2008,39.0,White,Male,18.0,3.0,0.0,1.0
2008,83.0,White,Female,14.0,8.0,4.0,1.0
2008,86.0,White,Female,7.0,3.0,3.0,1.0
2008,87.0,White,Female,12.0,1.0,3.0,0.0
2008,61.0,White,Female,15.0,4.0,2.0,1.0
2008,80.0,White,Female,12.0,1.0,0.0,1.0
2008,66.0,White,Female,14.0,1.0,2.0,1.0
2008,34.0,Other,Male,11.0,1.0,1.0,1.0
2008,83.0,White,Male,16.0,7.0,2.0,0.0
2008,38.0,White,Male,12.0,2.0,4.0,1.0
2008,19.0,Other,Male,11.0,2.0,3.0,1.0
2008,53.0,Black,Female,12.0,1.0,0.0,1.0
2008,55.0,White,Male,5.0,3.0,0.0,1.0
2008,29.0,Black,Female,11.0,7.0,3.0,1.0
2008,26.0,White,Male,4.0,2.0,2.0,1.0
2008,26.0,White,Female,12.0,1.0,3.0,1.0
2008,58.0,White,Female,16.0,8.0,4.0,1.0
2008,54.0,White,Female,12.0,3.0,3.0,1.0
2008,81.0,White,Male,10.0,1.0,1.0,1.0
2008,30.0,White,Male,18.0,3.0,2.0,1.0
2008,27.0,White,Male,14.0,4.0,6.0,1.0
2008,24.0,White,Male,16.0,2.0,2.0,1.0
2008,37.0,White,Female,20.0,4.0,3.0,0.0
2008,49.0,White,Male,12.0,1.0,3.0,1.0
2008,51.0,White,Female,13.0,10.0,4.0,1.0
2008,19.0,White,Male,11.0,1.0,5.0,1.0
2008,22.0,White,Female,15.0,1.0,2.0,1.0
2008,42.0,Other,Male,8.0,1.0,2.0,1.0
2008,25.0,White,Female,17.0,1.0,1.0,1.0
2008,24.0,White,Female,17.0,1.0,0.0,1.0
2008,51.0,White,Male,16.0,2.0,3.0,1.0
2008,31.0,White,Male,14.0,6.0,0.0,1.0
2008,23.0,White,Female,12.0,1.0,3.0,1.0
2008,40.0,White,Male,12.0,1.0,0.0,1.0
2008,46.0,White,Male,17.0,1.0,2.0,1.0
2008,79.0,White,Female,11.0,1.0,1.0,1.0
2008,54.0,White,Female,16.0,3.0,5.0,1.0
2008,86.0,White,Female,20.0,1.0,3.0,1.0
2008,65.0,White,Male,12.0,4.0,0.0,1.0
2008,67.0,White,Female,16.0,8.0,5.0,0.0
2008,37.0,White,Female,12.0,4.0,6.0,1.0
2008,55.0,White,Female,12.0,3.0,3.0,1.0
2008,23.0,White,Female,16.0,5.0,6.0,1.0
2008,82.0,White,Male,18.0,8.0,5.0,1.0
2008,45.0,White,Female,14.0,8.0,4.0,1.0
2008,33.0,White,Male,12.0,3.0,5.0,1.0
2008,65.0,White,Female,14.0,2.0,6.0,1.0
2008,45.0,White,Female,16.0,4.0,2.0,1.0
2008,82.0,White,Female,12.0,1.0,3.0,1.0
2008,53.0,White,Male,13.0,1.0,1.0,1.0
2008,34.0,White,Male,16.0,1.0,0.0,1.0
2008,31.0,White,Female,15.0,1.0,5.0,1.0
2008,50.0,White,Female,18.0,3.0,1.0,1.0
2008,44.0,White,Male,16.0,1.0,1.0,1.0
2008,38.0,White,Female,10.0,2.0,6.0,1.0
2008,68.0,Other,Male,17.0,1.0,4.0,1.0
2008,33.0,White,Female,12.0,1.0,2.0,1.0
2008,47.0,White,Male,20.0,3.0,4.0,1.0
2008,28.0,White,Female,12.0,1.0,3.0,1.0
2008,26.0,Other,Female,12.0,3.0,3.0,1.0
2008,47.0,White,Female,10.0,1.0,3.0,1.0
2008,48.0,White,Female,18.0,5.0,2.0,1.0
2008,23.0,Other,Male,4.0,2.0,6.0,1.0
2008,28.0,White,Male,8.0,7.0,3.0,0.0
2008,50.0,White,Male,9.0,4.0,0.0,1.0
2008,24.0,White,Female,11.0,1.0,1.0,0.0
2008,60.0,Black,Female,14.0,8.0,2.0,1.0
2008,33.0,White,Female,10.0,3.0,5.0,1.0
2008,34.0,White,Female,11.0,1.0,0.0,1.0
2008,57.0,White,Female,14.0,4.0,1.0,1.0
2008,33.0,White,Male,11.0,1.0,5.0,1.0
2008,40.0,Other,Male,6.0,1.0,3.0,1.0
2008,70.0,Other,Male,12.0,4.0,1.0,1.0
2008,34.0,White,Female,12.0,1.0,2.0,1.0
2008,45.0,White,Female,18.0,3.0,6.0,1.0
2008,75.0,White,Female,14.0,1.0,0.0,1.0
2008,81.0,White,Female,10.0,2.0,0.0,1.0
2008,19.0,White,Female,12.0,1.0,5.0,1.0
2008,21.0,White,Female,13.0,3.0,5.0,1.0
2008,56.0,White,Female,11.0,9.0,3.0,1.0
2008,57.0,White,Female,14.0,4.0,5.0,1.0
2008,23.0,White,Female,15.0,4.0,2.0,1.0
2008,40.0,White,Male,17.0,4.0,5.0,1.0
2008,52.0,White,Male,14.0,1.0,6.0,1.0
2008,50.0,Other,Female,12.0,8.0,6.0,0.0
2008,47.0,Other,Female,20.0,5.0,0.0,1.0
2008,58.0,Other,Male,16.0,6.0,0.0,1.0
2008,26.0,Other,Male,12.0,2.0,2.0,1.0
2008,72.0,White,Female,16.0,8.0,1.0,1.0
2008,29.0,White,Male,20.0,2.0,4.0,1.0
2008,26.0,White,Female,12.0,1.0,4.0,1.0
2008,31.0,Other,Male,13.0,4.0,1.0,1.0
2008,35.0,Other,Female,18.0,8.0,1.0,1.0
2008,54.0,White,Female,18.0,4.0,0.0,1.0
2008,59.0,White,Male,12.0,1.0,4.0,1.0
2008,28.0,White,Female,16.0,2.0,2.0,1.0
2008,80.0,White,Female,12.0,1.0,6.0,0.0
2008,26.0,White,Female,12.0,1.0,3.0,1.0
2008,51.0,White,Female,14.0,1.0,5.0,1.0
2008,52.0,White,Male,14.0,1.0,5.0,1.0
2008,75.0,White,Female,16.0,6.0,4.0,0.0
2008,29.0,White,Female,14.0,1.0,1.0,1.0
2008,44.0,White,Female,12.0,2.0,5.0,1.0
2008,46.0,White,Female,16.0,1.0,2.0,1.0
2008,57.0,White,Female,18.0,4.0,0.0,1.0
2008,20.0,White,Female,13.0,3.0,5.0,1.0
2008,57.0,Black,Female,16.0,2.0,1.0,1.0
2008,62.0,White,Female,12.0,1.0,1.0,1.0
2008,52.0,White,Male,12.0,1.0,3.0,1.0
2008,81.0,White,Male,12.0,1.0,5.0,1.0
2008,51.0,White,Male,16.0,2.0,4.0,1.0
2008,40.0,White,Female,10.0,1.0,5.0,1.0
2008,61.0,White,Male,14.0,1.0,6.0,1.0
2008,60.0,White,Male,8.0,1.0,0.0,1.0
2008,24.0,White,Female,12.0,1.0,3.0,0.0
2008,50.0,White,Male,12.0,1.0,4.0,1.0
2008,89.0,White,Female,17.0,4.0,2.0,1.0
2008,61.0,White,Male,16.0,1.0,3.0,1.0
2008,69.0,White,Male,12.0,4.0,0.0,1.0
2008,37.0,White,Female,12.0,6.0,5.0,0.0
2008,82.0,White,Male,12.0,5.0,0.0,1.0
2008,53.0,White,Female,12.0,1.0,3.0,1.0
2008,85.0,White,Female,12.0,1.0,5.0,1.0
2008,67.0,White,Female,13.0,7.0,6.0,1.0
2008,25.0,White,Female,16.0,1.0,2.0,1.0
2008,49.0,White,Male,18.0,4.0,3.0,1.0
2008,23.0,White,Female,16.0,1.0,6.0,1.0
2008,42.0,White,Male,17.0,4.0,4.0,1.0
2008,24.0,White,Female,16.0,8.0,5.0,1.0
2008,22.0,White,Female,16.0,1.0,1.0,1.0
2008,24.0,White,Female,14.0,1.0,5.0,1.0
2008,31.0,White,Male,17.0,1.0,1.0,1.0
2008,29.0,White,Female,19.0,5.0,5.0,1.0
2008,38.0,White,Female,20.0,1.0,1.0,1.0
2008,66.0,White,Male,12.0,1.0,6.0,1.0
2008,51.0,White,Female,12.0,5.0,6.0,0.0
2008,70.0,White,Female,12.0,3.0,5.0,0.0
2008,40.0,White,Female,20.0,1.0,1.0,1.0
2008,66.0,White,Female,12.0,8.0,5.0,0.0
2008,58.0,White,Male,14.0,1.0,3.0,1.0
2008,36.0,White,Female,18.0,3.0,0.0,1.0
2008,50.0,White,Female,16.0,8.0,0.0,1.0
2008,64.0,White,Male,14.0,3.0,6.0,1.0
2008,72.0,White,Male,14.0,6.0,6.0,1.0
2008,48.0,White,Male,14.0,1.0,5.0,1.0
2008,89.0,White,Female,12.0,1.0,5.0,1.0
2008,20.0,White,Female,12.0,5.0,5.0,1.0
2008,27.0,White,Female,12.0,4.0,5.0,1.0
2008,36.0,White,Female,19.0,1.0,0.0,1.0
2008,26.0,White,Female,14.0,5.0,4.0,1.0
2008,35.0,White,Male,15.0,4.0,3.0,0.0
2008,58.0,White,Male,19.0,3.0,1.0,1.0
2008,78.0,White,Male,16.0,2.0,5.0,1.0
2008,55.0,White,Female,15.0,3.0,2.0,1.0
2008,35.0,White,Female,15.0,2.0,4.0,1.0
2008,40.0,White,Male,16.0,1.0,3.0,1.0
2008,32.0,White,Male,19.0,1.0,6.0,1.0
2008,62.0,White,Female,12.0,5.0,4.0,0.0
2008,56.0,White,Male,15.0,8.0,5.0,1.0
2008,50.0,White,Female,12.0,4.0,2.0,1.0
2008,84.0,White,Female,8.0,1.0,2.0,1.0
2008,47.0,White,Female,13.0,3.0,3.0,1.0
2008,39.0,White,Male,12.0,1.0,4.0,1.0
2008,74.0,White,Male,16.0,3.0,0.0,1.0
2008,62.0,White,Male,16.0,1.0,2.0,1.0
2008,72.0,White,Male,14.0,7.0,6.0,1.0
2008,71.0,White,Female,15.0,1.0,2.0,1.0
2008,27.0,White,Female,11.0,2.0,3.0,1.0
2008,53.0,White,Female,11.0,1.0,3.0,1.0
2008,86.0,White,Female,11.0,1.0,3.0,1.0
2008,49.0,White,Male,12.0,4.0,4.0,1.0
2008,36.0,White,Female,13.0,1.0,3.0,1.0
2008,56.0,White,Male,12.0,1.0,1.0,1.0
2008,57.0,White,Female,12.0,3.0,0.0,1.0
2008,29.0,White,Female,11.0,7.0,3.0,1.0
2008,24.0,White,Male,14.0,3.0,4.0,0.0
2008,74.0,White,Male,12.0,1.0,0.0,1.0
2008,68.0,White,Female,12.0,4.0,5.0,1.0
2008,49.0,White,Male,16.0,7.0,5.0,1.0
2008,66.0,White,Female,12.0,3.0,5.0,1.0
2008,64.0,White,Male,12.0,3.0,2.0,1.0
2008,49.0,White,Male,12.0,1.0,2.0,1.0
2008,47.0,White,Male,12.0,1.0,2.0,1.0
2008,51.0,White,Male,18.0,4.0,2.0,1.0
2008,78.0,White,Female,12.0,4.0,0.0,1.0
2008,64.0,White,Male,12.0,1.0,2.0,1.0
2008,80.0,White,Female,8.0,7.0,3.0,1.0
2008,65.0,White,Male,12.0,1.0,1.0,1.0
2008,31.0,White,Male,12.0,4.0,4.0,0.0
2008,20.0,White,Female,13.0,4.0,5.0,1.0
2008,35.0,White,Male,14.0,2.0,2.0,1.0
2008,35.0,White,Female,18.0,3.0,0.0,1.0
2008,72.0,White,Male,10.0,1.0,0.0,1.0
2008,79.0,White,Female,12.0,1.0,1.0,1.0
2008,31.0,White,Female,18.0,5.0,2.0,1.0
2008,63.0,White,Female,8.0,3.0,3.0,1.0
2008,25.0,White,Female,15.0,1.0,1.0,1.0
2008,47.0,White,Male,16.0,4.0,1.0,1.0
2008,75.0,White,Male,11.0,1.0,0.0,1.0
2008,57.0,White,Male,7.0,1.0,0.0,1.0
2008,30.0,White,Male,12.0,3.0,3.0,1.0
2008,70.0,White,Male,12.0,5.0,6.0,1.0
2008,55.0,White,Female,12.0,3.0,3.0,0.0
2008,49.0,White,Male,18.0,1.0,6.0,1.0
2008,40.0,White,Male,12.0,3.0,5.0,1.0
2008,74.0,White,Male,12.0,4.0,3.0,1.0
2008,37.0,White,Female,12.0,3.0,1.0,1.0
2008,22.0,White,Female,13.0,1.0,1.0,1.0
2008,47.0,White,Male,11.0,2.0,3.0,1.0
2008,53.0,White,Male,12.0,1.0,2.0,1.0
2008,43.0,White,Female,12.0,3.0,5.0,0.0
2008,54.0,White,Female,13.0,1.0,0.0,1.0
2008,64.0,White,Female,12.0,1.0,3.0,1.0
2008,60.0,White,Female,11.0,8.0,3.0,0.0
2008,36.0,Black,Male,12.0,1.0,1.0,1.0
2008,34.0,White,Male,20.0,4.0,6.0,1.0
2008,38.0,White,Female,15.0,6.0,6.0,0.0
2008,47.0,Black,Female,14.0,1.0,0.0,1.0
2008,65.0,White,Female,12.0,1.0,4.0,1.0
2008,66.0,White,Male,16.0,6.0,3.0,1.0
2008,81.0,White,Female,12.0,7.0,5.0,1.0
2008,63.0,White,Female,12.0,1.0,5.0,1.0
2008,54.0,White,Female,9.0,4.0,0.0,1.0
2008,21.0,Black,Female,10.0,3.0,6.0,1.0
2008,21.0,Black,Female,11.0,1.0,3.0,1.0
